,Unnamed: 0,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,OeFG%,OTOV%,DRB%,OFT/FGA,Arena,Attend.,Attend./G,Year,3PAr_Norm,ORtg_Norm,DRtg_Norm,Pace_Norm,FTr_Norm,TS%_Norm,eFG%_Norm,TOV%_Norm,ORB%_Norm,FT/FGA_Norm,OeFG%_Norm,OTOV%_Norm,DRB%_Norm,OFT/FGA_Norm,PREDICTED_W,W_SIGMA,DELTA
17,24,Phoenix Suns,25.7,57,25,55,27,5.51,-0.68,4.83,104.6,99.4,5.2,104.7,0.332,0.022,0.537,0.492,17.1,35.1,0.247,0.471,17.5,68.2,0.244,Arizona Veterans Memorial Coliseum,482693.0,12067.325,1981,0.9601518026565464,0.991469194312796,0.94183076542803,1.0282237403928267,1.0150206034826532,1.0047181322703975,1.0068511433401548,1.0931072818232352,1.04885020137716,1.0056647194193662,0.963361493997332,1.11898804559355,1.0249607945635129,0.9929228591648972,52.32034204026468,3.156805646490721,4.679657959735323
18,25,Los Angeles Lakers,27.0,54,28,51,31,3.84,-0.57,3.27,107.6,103.9,3.7,102.7,0.286,0.013,0.548,0.513,15.8,33.9,0.209,0.468,14.6,64.4,0.208,The Forum,538865.0,13471.625,1981,0.5673624288425048,1.019905213270142,0.9844689791546511,1.0085824081981214,0.8743852186627674,1.0252989506223054,1.049826497019308,1.010005558643691,1.012992074834351,0.8509470702779253,0.9572254335260116,0.9335557408951904,0.967851542080502,0.846426043878273,52.552653748621125,3.1685295651524155,1.4473462513788746
19,26,San Antonio Spurs,26.7,52,30,48,34,2.88,-0.7,2.18,108.5,105.7,2.8,102.9,0.367,0.012,0.545,0.492,15.4,37.5,0.282,0.475,14.1,68.0,0.233,HemisFair Arena,440553.0,11013.825,1981,0.523719165085389,1.028436018957346,1.0015242646452995,1.0105465414175918,1.12202578758474,1.0196860001626942,1.0068511433401548,0.9844357976653696,1.1205664544627778,1.1481678173127987,0.9715429079590928,0.9015846538782318,1.021955044432828,0.9481599433828732,52.80259725216726,3.1548899456860466,-0.80259725216726
20,27,Chicago Bulls,26.5,45,37,46,36,1.98,0.37,2.34,107.8,105.8,2.0,100.6,0.371,0.026,0.556,0.504,17.2,36.9,0.288,0.493,15.5,68.4,0.232,Chicago Stadium,391118.0,9777.95,1981,1.1347248576850095,1.0218009478672985,1.0024717805058911,0.9879590093936806,1.1342549514821214,1.0402668185146018,1.0314084882996708,1.099499722067815,1.1026373911913734,1.1725969198088155,1.0083592707870164,0.991103697525716,1.0279665446941977,0.9440905874026893,49.2145829098381,3.1552553675251924,-4.2145829098381
21,28,New York Knicks,25.1,50,32,45,37,1.62,0.38,2.0,106.0,104.4,1.6,101.0,0.329,0.033,0.533,0.487,15.0,31.6,0.246,0.504,17.2,65.8,0.22,Madison Square Garden (IV),544641.0,13616.025,1981,1.44022770398482,1.004739336492891,0.9892065584576092,0.9918872758326216,1.005848730559617,0.9972341983242496,0.9966189162736898,0.9588660366870484,0.9442639989606342,1.001593202336697,1.0308581591818584,1.0998053933833751,0.9888917929952954,0.8952583156404812,39.84729606235738,3.1588835979589467,10.15270393764262
22,29,Indiana Pacers,26.0,44,38,45,37,1.4,0.32,1.72,106.4,105.0,1.4,100.9,0.351,0.023,0.528,0.484,15.1,35.5,0.251,0.492,17.0,64.5,0.248,Market Square Arena,415339.0,10383.475,1981,1.0037950664136623,1.0085308056872038,0.9948916536211584,0.9909052092228864,1.0731091319952146,0.9878792808915642,0.9904795800338108,0.9652584769316286,1.0608029102247631,1.0219507877500442,1.006313917296576,1.0870169585765916,0.9693544171458442,1.0092002830856333,42.68686302143604,3.1477332433857352,1.3131369785639606
23,30,Portland Trail Blazers,25.7,45,37,43,39,0.89,-0.37,0.52,106.5,105.7,0.8,103.0,0.291,0.02,0.534,0.498,15.2,33.9,0.209,0.49,15.8,65.7,0.246,Memorial Coliseum,519306.0,12982.65,1981,0.872865275142315,1.009478672985782,1.0015242646452995,1.0115286080273271,0.8896716735344942,0.9991051818107866,1.019129815819913,0.9716509171762088,1.012992074834351,0.8509470702779253,1.0022232103156958,1.0102863497358912,0.987388917929953,1.0010615711252653,41.533851549192356,3.1464668609109845,3.466148450807644
24,31,Houston Rockets,26.8,40,42,42,40,0.33,-0.53,-0.2,107.0,106.7,0.3,100.5,0.303,0.016,0.534,0.489,14.9,33.9,0.233,0.496,14.7,66.6,0.214,The Summit,385354.0,9633.85,1981,0.6982922201138521,1.014218009478673,1.0109994232512154,0.9869769427839454,0.9263591652266384,0.9991051818107866,1.000711807100276,0.952473596442468,1.012992074834351,0.9486634802619932,1.014495331258337,0.9399499582985822,1.0009147935180345,0.8708421797593772,40.32808002620558,3.144835713523439,-0.3280800262055834
25,32,Washington Bullets,28.6,39,43,41,41,0.01,0.41,0.42,102.7,102.7,0.0,102.4,0.276,0.032,0.514,0.476,14.4,30.5,0.199,0.472,14.3,67.8,0.212,Capital Centre,377238.0,9430.95,1981,1.396584440227704,0.9734597156398104,0.9730987888275522,1.0056362083689157,0.8438123089193141,0.9616855120800456,0.9741080167274668,0.9205113952195664,0.911394049629726,0.8102318994512303,0.9654068474877722,0.9143730886850154,1.0189492943021432,0.8627034677990091,40.86353564188433,3.1603547307491273,-1.863535641884333
26,33,Kansas City Kings,26.2,40,42,41,41,0.01,-0.51,-0.49,104.7,104.7,0.0,101.3,0.308,0.023,0.54,0.503,15.1,29.2,0.22,0.483,15.6,68.3,0.265,Kemper Arena,336385.0,8409.625,1981,1.0037950664136623,0.9924170616113744,0.9920491060393838,0.9948334756618276,0.9416456200983648,1.010331082730009,1.0293620428863777,0.9652584769316286,0.8725477458750164,0.8957337581872898,0.9879057358826144,0.9974979149291076,1.0264636696288552,1.0783793347487616,42.29385391045202,3.1558419779450904,-2.2938539104520217
27,34,Denver Nuggets,26.8,37,45,40,42,-0.48,-0.47,-0.95,109.4,109.8,-0.4,109.8,0.383,0.018,0.537,0.477,13.4,33.1,0.3,0.509,14.6,65.4,0.232,McNichols Sports Arena,423287.0,15252.0,1981,0.7855787476280834,1.0369668246445498,1.0403724149295543,1.0783091374893254,1.1709424431742657,1.0047181322703975,0.9761544621407596,0.8565869927737632,0.9890866571391452,1.2214551248008496,1.0410849266340594,0.9335557408951904,0.982880292733926,0.9440905874026893,37.38965093708843,3.1791672887272076,-0.3896509370884331
28,35,Golden State Warriors,24.4,39,43,38,44,-1.18,-0.23,-1.41,108.5,109.7,-1.2,101.0,0.345,0.029,0.537,0.493,15.6,38.8,0.251,0.507,14.4,67.5,0.25,Oakland-Alameda County Coliseum Arena,412969.0,10324.225,1981,1.2656546489563567,1.028436018957346,1.0394248990689627,0.9918872758326216,1.0547653861491426,1.0047181322703975,1.0088975887534477,0.9972206781545302,1.1594127582174871,1.0219507877500442,1.0369942196531792,0.9207673060884072,1.014440669106116,1.0173389950460014,37.23107280903561,3.1591253763350395,1.7689271909643907
29,36,San Diego Clippers,27.6,36,46,37,45,-1.59,-0.2,-1.78,106.0,107.6,-1.6,100.2,0.308,0.056,0.528,0.486,14.5,33.0,0.227,0.507,16.2,66.3,0.262,San Diego Sports Arena,257597.0,6439.925,1981,2.4440227703984823,1.004739336492891,1.0195270659965394,0.9840307429547396,0.9416456200983648,0.9878792808915642,0.9945724708603968,0.9269038354641468,0.9860984799272444,0.9242343777659764,1.0369942196531792,1.035863219349458,0.9964061683220072,1.0661712668082095,36.36085605927185,3.20847288778667,-0.36085605927185327
30,37,Seattle SuperSonics,26.8,34,48,37,45,-1.65,-0.2,-1.84,103.2,104.8,-1.6,100.3,0.333,0.016,0.521,0.47,15.7,33.1,0.254,0.468,13.8,66.1,0.232,King County Domed Stadium,675097.0,16877.425,1981,0.6982922201138521,0.9781990521327014,0.9929966218999752,0.9850128095644748,1.0180778944569986,0.9747823964858048,0.9618293442477088,1.0036131183991106,0.9890866571391452,1.0341653389980527,0.9572254335260116,0.8824020016680568,0.9934004181913224,0.9440905874026893,37.74419866984303,3.1529190534811837,-3.74419866984303
31,38,Atlanta Hawks,26.8,31,51,33,49,-3.1,0.73,-2.37,104.3,107.3,-3.0,99.4,0.377,0.012,0.537,0.48,16.7,34.1,0.293,0.498,17.3,64.8,0.295,Omni Coliseum,362699.0,9067.475,1981,0.523719165085389,0.9886255924170616,1.0166845184147648,0.9761742100768576,1.1525986973281934,1.0047181322703975,0.9822937983806388,1.0675375208449138,1.018968429258153,1.192954505222163,1.0185860382392171,1.1061996107867669,0.9738630423418714,1.2004600141542816,34.602031851922476,3.1605985288024847,-3.602031851922476
32,39,Cleveland Cavaliers,25.7,28,54,29,53,-4.85,0.7,-4.15,104.3,109.1,-4.8,100.8,0.251,0.033,0.513,0.472,14.2,33.5,0.195,0.507,15.2,66.0,0.251,Coliseum at Richfield,224499.0,5612.475,1981,1.44022770398482,0.9886255924170616,1.033739803905413,0.9899231426131512,0.7673800345606806,0.9598145285935084,0.9659222350742948,0.9077265147304056,1.0010393659867485,0.7939458311205523,1.0369942196531792,0.9719210453155408,0.9918975431259802,1.021408351026185,27.522586774958995,3.1571339129819487,0.4774132250410048
33,40,New Jersey Nets,25.2,24,58,26,56,-6.02,0.87,-5.15,101.0,106.7,-5.7,105.2,0.324,0.019,0.525,0.478,16.6,30.4,0.243,0.506,16.4,69.2,0.281,Rutgers Athletic Center,301900.0,8402.0,1981,0.8292220113851992,0.957345971563981,1.0109994232512154,1.033134073441503,0.9905622756878903,0.982266330431953,0.9782009075540528,1.0611450806003335,0.9084058724178252,0.9893786510886884,1.0349488661627388,1.0486516541562412,1.0399895452169368,1.1434890304317056,25.02351619124814,3.1611817982318153,-1.0235161912481416
34,41,Utah Jazz,25.3,28,54,26,56,-5.89,-0.1,-5.99,103.4,109.4,-6.0,97.7,0.305,0.024,0.536,0.491,15.5,28.3,0.234,0.492,13.8,66.8,0.268,Salt Palace,307835.0,7695.875,1981,1.047438330170778,0.9800947867298578,1.036582351487188,0.959479077711358,0.9324737471753288,1.0028471487838606,1.0048046979268617,0.99082823790995,0.8456541509679097,0.9527349973446628,1.006313917296576,0.8824020016680568,1.0039205436487193,1.0905874026893134,27.680752911260488,3.163233652084672,0.31924708873951246
35,42,Detroit Pistons,24.3,21,61,24,58,-6.32,0.74,-5.58,98.1,104.3,-6.2,101.2,0.334,0.012,0.51,0.464,18.0,33.4,0.242,0.512,18.6,65.9,0.242,Pontiac Silverdome,228348.0,5708.7,1981,0.523719165085389,0.9298578199052132,0.9882590425970174,0.9938514090520923,1.021135185431344,0.9542015781338972,0.9495506717679508,1.150639244024458,0.9980511887748474,0.9853071340060188,1.04722098710538,1.189324437030859,0.9903946680606378,0.9847841472045292,21.428856114218334,3.1727928263741605,-0.42885611421833403
36,43,Dallas Mavericks,24.8,15,67,20,62,-8.4,0.07,-8.33,102.4,110.8,-8.4,98.6,0.359,0.024,0.519,0.466,15.2,30.7,0.27,0.516,15.1,65.0,0.245,Reunion Arena,319347.0,7983.675,1981,1.047438330170778,0.970616113744076,1.04984757353547,0.9683176771989752,1.0975674597899774,0.9710404295127308,0.9536435625945368,0.9716509171762088,0.9173704040535274,1.0993096123207649,1.0554024010671408,0.965526827912149,0.9768687924725562,0.9969922151450812,18.751612200683123,3.1601892097415223,-3.751612200683123
37,44,Boston Celtics,27.3,63,19,57,25,6.38,-0.03,6.35,109.8,103.5,6.3,101.5,0.335,0.025,0.545,0.502,14.7,35.8,0.248,0.472,14.6,67.6,0.22,Boston Garden,612711.0,15317.775,1982,0.9663865546218487,1.0272952853598014,0.9683521132489932,1.006206629024611,1.033811887830404,1.0123566467452751,1.0152114657522202,0.9831346321605118,1.0855636123928805,1.0262684418855703,0.954709348342274,0.9755955839628124,1.0086933956143764,0.9082749955124754,57.343597172535674,3.144539849969859,5.656402827464326
38,45,Philadelphia 76ers,28.1,58,24,56,26,5.73,0.0,5.74,109.6,103.9,5.7,100.6,0.354,0.02,0.566,0.521,15.5,30.5,0.265,0.48,16.5,65.0,0.261,The Spectrum,498901.0,12472.525,1982,0.773109243697479,1.02542407354676,0.9720945368750764,0.9972845998017328,1.0924459949013818,1.0513648845097718,1.053635804097424,1.0366385577202677,0.924851680949242,1.0966174883051458,0.9708908627209568,1.1025566531086577,0.9698974957830544,1.077544426494346,54.781053644391186,3.1559721248300536,3.2189463556088143
39,46,Milwaukee Bucks,27.3,55,27,55,27,5.48,-0.1,5.38,107.7,102.3,5.4,100.0,0.332,0.023,0.553,0.509,16.5,35.1,0.25,0.471,15.9,67.3,0.253,MECCA Arena,443288.0,11082.2,1982,0.8890756302521009,1.0076475613228653,0.957124842370744,0.991336580319814,1.02455387092446,1.027216927798417,1.029367800932032,1.1035184646699625,1.064337508239947,1.0345448002878734,0.9526866590449388,1.0624636839047066,1.0042169456338392,1.0445162448393468,55.274980770730394,3.1488981153794815,-0.2749807707303944
40,47,Los Angeles Lakers,26.8,57,25,53,29,4.87,-0.5,4.37,110.2,105.5,4.7,103.1,0.285,0.012,0.551,0.518,14.7,35.8,0.204,0.493,14.8,66.3,0.187,The Forum,605236.0,15130.9,1982,0.4638655462184874,1.0310377089858844,0.9870642313794084,1.022068014309728,0.8795116060646718,1.0235018575351316,1.047568803306076,0.9831346321605118,1.0855636123928805,0.8441885570349046,0.997185823586316,0.988959907030796,0.9892954456987154,0.772033746185604,53.601772948787826,3.1717994204250117,3.3982270512121744
41,48,Seattle SuperSonics,26.4,52,30,52,30,4.13,-0.45,3.69,106.4,102.3,4.1,100.0,0.329,0.021,0.535,0.491,14.1,31.3,0.243,0.464,14.4,67.2,0.214,King County Domed Stadium,721049.0,18026.225,1982,0.811764705882353,0.9954846845380956,0.957124842370744,0.991336580319814,1.015295854018516,0.9937812954288482,0.9929657961839444,0.943006687990695,0.9491100856954516,1.0055775458798129,0.9385278339635916,0.9622312608948286,1.0027247956403271,0.8835038592712261,52.07923875994514,3.153418494539317,-0.07923875994514162
42,49,Phoenix Suns,26.4,46,36,50,32,3.45,-0.4,3.05,105.8,102.4,3.4,99.5,0.302,0.024,0.538,0.495,15.9,32.2,0.229,0.47,14.6,68.5,0.233,Arizona Veterans Memorial Coliseum,486855.0,12171.375,1982,0.9277310924369748,0.9898710490989708,0.9580604482772648,0.9863798974182147,0.9319737018650208,0.9993539008237764,1.0010551305724085,1.0633905205001457,0.9764007910349374,0.947643037063692,0.9506639697476034,0.9755955839628124,1.022122745555988,0.961945790701849,46.557440922427126,3.146773636477001,-0.5574409224271264
43,50,San Antonio Spurs,26.1,48,34,47,35,2.3,-0.52,1.79,109.9,107.6,2.3,102.5,0.307,0.033,0.537,0.49,13.0,34.0,0.238,0.487,13.7,68.8,0.256,HemisFair Arena,434278.0,10856.95,1982,1.2756302521008405,1.0282308912663225,1.0067119554163446,1.0161199948278092,0.9474037300415938,0.9974963656921336,0.9909434625868284,0.8694387903460309,1.030982201713909,0.9848866498740554,0.985049687802304,0.9154561301568854,1.0265991955365252,1.0569018129599714,46.88039057493304,3.1579323842039586,1.1196094250669617
44,51,Golden State Warriors,25.1,45,37,44,38,1.04,-0.24,0.8,108.8,107.7,1.1,101.4,0.324,0.044,0.541,0.502,14.5,34.8,0.233,0.493,14.1,68.8,0.256,Oakland-Alameda County Coliseum Arena,391726.0,9793.15,1982,1.7008403361344535,1.0179392262945937,1.0076475613228653,1.0052152924442914,0.9998658258419428,1.0049265062187045,1.0152114657522202,0.9697586507705728,1.0552406064601183,0.964195753868298,0.997185823586316,0.9421847762928528,1.0265991955365252,1.0569018129599714,43.82352607094232,3.1628397745348162,1.1764739290576784
45,52,Washington Bullets,26.0,43,39,43,39,0.88,0.19,1.06,103.3,102.5,0.8,99.4,0.294,0.033,0.524,0.478,14.7,29.4,0.227,0.468,13.9,69.9,0.228,Capital Centre,379891.0,9497.275,1982,1.2756302521008405,0.9664809014359516,0.9589960541837856,0.9853885608378952,0.9072856567825036,0.9733484089807783,0.9666754594214368,0.9831346321605118,0.8914963744232036,0.939366678661389,0.9466185911529328,0.9288204532248692,1.0430128454651617,0.9413031771674746,41.83126208197871,3.1632082014066496,1.168737918021293
46,53,New Jersey Nets,25.1,44,38,43,39,0.68,0.18,0.87,103.0,102.3,0.7,103.1,0.326,0.02,0.529,0.487,16.6,33.7,0.237,0.486,18.3,67.0,0.281,Brendan Byrne Arena,560734.0,13526.0,1982,0.773109243697479,0.9636740837163892,0.957124842370744,1.022068014309728,1.006037837112572,0.982636084638992,0.9848764617954804,1.1102064553649318,1.0218852999340804,0.980748470672904,0.9830269985049688,1.2228355607205117,0.9997404956533024,1.1601148806318438,41.649832217664596,3.159971174166949,2.3501677823354044
47,54,Portland Trail Blazers,24.7,42,40,43,39,0.6,-0.21,0.39,108.8,108.2,0.6,100.5,0.332,0.019,0.547,0.507,14.4,32.5,0.239,0.502,15.0,65.9,0.223,Memorial Coliseum,519306.0,12982.65,1982,0.7344537815126051,1.0179392262945937,1.0123255908554691,0.996293263221413,1.02455387092446,1.0160717170085607,1.0253231337378002,0.9630706600756036,0.985497692814766,0.989024829075207,1.015390027262334,1.0023242300987798,0.983326845724666,0.9206605636331,42.357466020605386,3.152648877128963,-0.35746602060538635
48,55,Atlanta Hawks,26.5,42,40,43,39,0.54,0.27,0.81,105.1,104.6,0.5,95.1,0.352,0.019,0.529,0.476,14.6,32.2,0.271,0.473,15.6,67.6,0.282,Omni Coliseum,314593.0,7864.825,1982,0.7344537815126051,0.9833218077533252,0.9786437782207216,0.9427610878841428,1.0862739836307524,0.982636084638992,0.9626307922272048,0.9764466414655424,0.9764007910349374,1.1214465635120547,0.9567320376396092,1.042417199302731,1.0086933956143764,1.1642434033387183,43.86320691213489,3.162770330213368,-1.863206912134892
